Frequenza,Territorio,Indicatore,Sesso,Età,Stato civile,TIME_PERIOD,Osservazione,'Stato dell"'osservazione'
Annuale,Bologna,Popolazione al 1º gennaio,Totale,43 anni,Totale,2024,13183,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,43 anni,Totale,2025,12754,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,44 anni,Totale,2019,16418,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,44 anni,Totale,2020,15994,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,44 anni,Totale,2021,15332,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,44 anni,Totale,2022,14504,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,44 anni,Totale,2023,14167,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,44 anni,Totale,2024,13501,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,44 anni,Totale,2025,13256,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,45 anni,Totale,2019,16860,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,45 anni,Totale,2020,16477,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,45 anni,Totale,2021,15940,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,45 anni,Totale,2022,15292,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,45 anni,Totale,2023,14550,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,45 anni,Totale,2024,14197,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,45 anni,Totale,2025,13553,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,46 anni,Totale,2019,16790,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,46 anni,Totale,2020,16890,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,46 anni,Totale,2021,16393,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,46 anni,Totale,2022,15924,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,46 anni,Totale,2023,15328,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,46 anni,Totale,2024,14584,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,46 anni,Totale,2025,14253,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,47 anni,Totale,2019,17309,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,47 anni,Totale,2020,16791,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,47 anni,Totale,2021,16777,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,47 anni,Totale,2022,16396,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,47 anni,Totale,2023,15956,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,47 anni,Totale,2024,15340,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,47 anni,Totale,2025,14716,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,48 anni,Totale,2019,16983,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,48 anni,Totale,2020,17292,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,48 anni,Totale,2021,16740,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,48 anni,Totale,2022,16767,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,48 anni,Totale,2023,16395,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,48 anni,Totale,2024,15976,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,48 anni,Totale,2025,15382,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,49 anni,Totale,2019,17033,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,49 anni,Totale,2020,16995,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,49 anni,Totale,2021,17125,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,49 anni,Totale,2022,16711,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,49 anni,Totale,2023,16811,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,49 anni,Totale,2024,16386,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,49 anni,Totale,2025,16005,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,50 anni,Totale,2019,16737,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,50 anni,Totale,2020,17052,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,50 anni,Totale,2021,16880,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,50 anni,Totale,2022,17127,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,50 anni,Totale,2023,16658,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,50 anni,Totale,2024,16802,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,50 anni,Totale,2025,16408,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,51 anni,Totale,2019,16635,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,51 anni,Totale,2020,16743,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,51 anni,Totale,2021,16933,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,51 anni,Totale,2022,16841,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,51 anni,Totale,2023,17133,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,51 anni,Totale,2024,16643,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,51 anni,Totale,2025,16801,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,52 anni,Totale,2019,16646,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,52 anni,Totale,2020,16625,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,52 anni,Totale,2021,16567,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,52 anni,Totale,2022,16871,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,52 anni,Totale,2023,16794,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,52 anni,Totale,2024,17141,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,52 anni,Totale,2025,16684,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,53 anni,Totale,2019,16537,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,53 anni,Totale,2020,16594,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,53 anni,Totale,2021,16465,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,53 anni,Totale,2022,16540,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,53 anni,Totale,2023,16848,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,53 anni,Totale,2024,16783,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,53 anni,Totale,2025,17151,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,54 anni,Totale,2019,16964,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,54 anni,Totale,2020,16538,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,54 anni,Totale,2021,16389,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,54 anni,Totale,2022,16416,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,54 anni,Totale,2023,16506,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,54 anni,Totale,2024,16852,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,54 anni,Totale,2025,16811,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,55 anni,Totale,2019,15434,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,55 anni,Totale,2020,16927,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,55 anni,Totale,2021,16298,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,55 anni,Totale,2022,16341,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,55 anni,Totale,2023,16378,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,55 anni,Totale,2024,16485,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,55 anni,Totale,2025,16825,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,56 anni,Totale,2019,15118,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,56 anni,Totale,2020,15410,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,56 anni,Totale,2021,16706,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,56 anni,Totale,2022,16306,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,56 anni,Totale,2023,16306,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,56 anni,Totale,2024,16355,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,56 anni,Totale,2025,16473,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,57 anni,Totale,2019,14619,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,57 anni,Totale,2020,15094,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,57 anni,Totale,2021,15230,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,57 anni,Totale,2022,16648,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,57 anni,Totale,2023,16270,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,57 anni,Totale,2024,16251,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,57 anni,Totale,2025,16356,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,58 anni,Totale,2019,14114,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,58 anni,Totale,2020,14605,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,58 anni,Totale,2021,14897,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,58 anni,Totale,2022,15162,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,58 anni,Totale,2023,16595,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,58 anni,Totale,2024,16236,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,58 anni,Totale,2025,16205,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,59 anni,Totale,2019,13964,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,59 anni,Totale,2020,14110,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,59 anni,Totale,2021,14387,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,59 anni,Totale,2022,14840,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,59 anni,Totale,2023,15112,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,59 anni,Totale,2024,16530,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,59 anni,Totale,2025,16203,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,60 anni,Totale,2019,13466,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,60 anni,Totale,2020,13943,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,60 anni,Totale,2021,13817,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,60 anni,Totale,2022,14328,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,60 anni,Totale,2023,14768,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,60 anni,Totale,2024,15031,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,60 anni,Totale,2025,16477,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,61 anni,Totale,2019,13165,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,61 anni,Totale,2020,13385,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,61 anni,Totale,2021,13671,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,61 anni,Totale,2022,13761,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,61 anni,Totale,2023,14258,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,61 anni,Totale,2024,14692,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,61 anni,Totale,2025,15008,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,62 anni,Totale,2019,12798,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,62 anni,Totale,2020,13123,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,62 anni,Totale,2021,13072,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,62 anni,Totale,2022,13614,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,62 anni,Totale,2023,13700,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,62 anni,Totale,2024,14196,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,62 anni,Totale,2025,14652,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,63 anni,Totale,2019,12309,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,63 anni,Totale,2020,12735,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,63 anni,Totale,2021,12904,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,63 anni,Totale,2022,13043,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,63 anni,Totale,2023,13546,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,63 anni,Totale,2024,13590,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,63 anni,Totale,2025,14123,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,64 anni,Totale,2019,12048,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,64 anni,Totale,2020,12216,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,64 anni,Totale,2021,12455,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,64 anni,Totale,2022,12789,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,64 anni,Totale,2023,13005,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,64 anni,Totale,2024,13457,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,64 anni,Totale,2025,13538,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,65 anni,Totale,2019,11508,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,65 anni,Totale,2020,11984,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,65 anni,Totale,2021,11944,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,65 anni,Totale,2022,12369,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,65 anni,Totale,2023,12700,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,65 anni,Totale,2024,12902,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,65 anni,Totale,2025,13377,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,66 anni,Totale,2019,11329,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,66 anni,Totale,2020,11420,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,66 anni,Totale,2021,11729,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,66 anni,Totale,2022,11817,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,66 anni,Totale,2023,12289,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,66 anni,Totale,2024,12578,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,66 anni,Totale,2025,12835,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,67 anni,Totale,2019,11051,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,67 anni,Totale,2020,11212,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,67 anni,Totale,2021,11148,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,67 anni,Totale,2022,11563,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,67 anni,Totale,2023,11668,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,67 anni,Totale,2024,12171,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,67 anni,Totale,2025,12511,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,68 anni,Totale,2019,11432,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,68 anni,Totale,2020,10918,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,68 anni,Totale,2021,10972,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,68 anni,Totale,2022,11029,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,68 anni,Totale,2023,11509,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,68 anni,Totale,2024,11525,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,68 anni,Totale,2025,12075,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,69 anni,Totale,2019,11595,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,69 anni,Totale,2020,11322,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,69 anni,Totale,2021,10702,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,69 anni,Totale,2022,10798,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,69 anni,Totale,2023,10934,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,69 anni,Totale,2024,11416,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,69 anni,Totale,2025,11447,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,70 anni,Totale,2019,12525,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,70 anni,Totale,2020,11481,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,70 anni,Totale,2021,11082,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,70 anni,Totale,2022,10566,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,70 anni,Totale,2023,10656,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,70 anni,Totale,2024,10825,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,70 anni,Totale,2025,11292,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,71 anni,Totale,2019,12592,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,71 anni,Totale,2020,12396,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,71 anni,Totale,2021,11227,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,71 anni,Totale,2022,10938,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,71 anni,Totale,2023,10443,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,71 anni,Totale,2024,10515,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,71 anni,Totale,2025,10710,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,72 anni,Totale,2019,12959,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,72 anni,Totale,2020,12450,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,72 anni,Totale,2021,12115,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,72 anni,Totale,2022,11043,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,72 anni,Totale,2023,10766,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,72 anni,Totale,2024,10303,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,72 anni,Totale,2025,10407,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,73 anni,Totale,2019,8570,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,73 anni,Totale,2020,12731,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,73 anni,Totale,2021,12122,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,73 anni,Totale,2022,11932,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,73 anni,Totale,2023,10866,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,73 anni,Totale,2024,10590,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,73 anni,Totale,2025,10161,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,74 anni,Totale,2019,9795,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,74 anni,Totale,2020,8416,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,74 anni,Totale,2021,12386,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,74 anni,Totale,2022,11871,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,74 anni,Totale,2023,11727,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,74 anni,Totale,2024,10703,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,74 anni,Totale,2025,10417,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,75 anni,Totale,2019,9732,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,75 anni,Totale,2020,9614,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,75 anni,Totale,2021,8135,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,75 anni,Totale,2022,12138,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,75 anni,Totale,2023,11645,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,75 anni,Totale,2024,11534,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,75 anni,Totale,2025,10493,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,76 anni,Totale,2019,9530,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,76 anni,Totale,2020,9533,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,76 anni,Totale,2021,9326,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,76 anni,Totale,2022,7934,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,76 anni,Totale,2023,11889,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,76 anni,Totale,2024,11424,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,76 anni,Totale,2025,11301,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,77 anni,Totale,2019,9776,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,77 anni,Totale,2020,9304,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,77 anni,Totale,2021,9217,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,77 anni,Totale,2022,9079,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,77 anni,Totale,2023,7748,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,77 anni,Totale,2024,11613,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,77 anni,Totale,2025,11199,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,78 anni,Totale,2019,10573,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,78 anni,Totale,2020,9490,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,78 anni,Totale,2021,8939,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,78 anni,Totale,2022,8954,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,78 anni,Totale,2023,8828,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,78 anni,Totale,2024,7546,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,78 anni,Totale,2025,11274,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,79 anni,Totale,2019,10312,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,79 anni,Totale,2020,10271,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,79 anni,Totale,2021,9063,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,79 anni,Totale,2022,8667,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,79 anni,Totale,2023,8656,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,79 anni,Totale,2024,8569,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,79 anni,Totale,2025,7328,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,80 anni,Totale,2019,9734,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,80 anni,Totale,2020,10007,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,80 anni,Totale,2021,9817,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,80 anni,Totale,2022,8747,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,80 anni,Totale,2023,8380,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,80 anni,Totale,2024,8367,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,80 anni,Totale,2025,8266,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,81 anni,Totale,2019,8702,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,81 anni,Totale,2020,9381,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,81 anni,Totale,2021,9529,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,81 anni,Totale,2022,9442,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,81 anni,Totale,2023,8444,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,81 anni,Totale,2024,8094,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,81 anni,Totale,2025,8047,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,82 anni,Totale,2019,7841,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,82 anni,Totale,2020,8298,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,82 anni,Totale,2021,8893,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,82 anni,Totale,2022,9086,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,82 anni,Totale,2023,9026,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,82 anni,Totale,2024,8056,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,82 anni,Totale,2025,7755,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,83 anni,Totale,2019,7799,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,83 anni,Totale,2020,7445,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,83 anni,Totale,2021,7740,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,83 anni,Totale,2022,8392,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,83 anni,Totale,2023,8688,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,83 anni,Totale,2024,8573,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,83 anni,Totale,2025,7673,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,84 anni,Totale,2019,7181,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,84 anni,Totale,2020,7366,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,84 anni,Totale,2021,6888,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,84 anni,Totale,2022,7272,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,84 anni,Totale,2023,7923,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,84 anni,Totale,2024,8191,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,84 anni,Totale,2025,8100,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,85 anni,Totale,2019,6571,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,85 anni,Totale,2020,6730,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,85 anni,Totale,2021,6780,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,85 anni,Totale,2022,6369,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,85 anni,Totale,2023,6759,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,85 anni,Totale,2024,7420,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,85 anni,Totale,2025,7640,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,86 anni,Totale,2019,5915,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,86 anni,Totale,2020,6101,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,86 anni,Totale,2021,6094,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,86 anni,Totale,2022,6226,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,86 anni,Totale,2023,5892,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,86 anni,Totale,2024,6269,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,86 anni,Totale,2025,6895,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,87 anni,Totale,2019,5421,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,87 anni,Totale,2020,5400,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,87 anni,Totale,2021,5491,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,87 anni,Totale,2022,5500,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,87 anni,Totale,2023,5669,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,87 anni,Totale,2024,5421,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,87 anni,Totale,2025,5745,Dato stimato
